empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AAOI|0|NASDAQ|2020|4|13|20|49|208784|7.85|7.56|7.77|7.73||1.0|0.7759555233507033
ABCB|0|NASDAQ|2020|4|13|20|48|236727|27.030001|24.575001|24.709999|27.030001||1.0|0.7887494078888929
ABTX|0|NASDAQ|2020|4|13|20|24|21219|28.469999|24.84|24.91|26.950001||1.0|0.7833723616761246
ACBI|0|NASDAQ|2020|4|13|20|42|21361|12.37|11.35|11.35|12.37||1.0|0.8159250127235529
ACGL|0|NASDAQ|2020|4|13|20|50|420253|30.68|29.049999|29.200001|30.74||1.0|0.879291773938366
ACLS|0|NASDAQ|2020|4|13|20|47|136075|19.66|19.09|19.500601|19.459999||1.0|0.7801948887546236
ADES|0|NASDAQ|2020|4|13|20|39|175078|7.2649|6.47|6.52|7.16||1.0|0.9071143237807832
ADUS|0|NASDAQ|2020|4|13|20|49|83645|80.389999|74.870003|76.510002|80.370003||1.0|0.7838927771587972
AEIS|0|NASDAQ|2020|4|13|20|51|128892|51.57|50.040001|50.799999|50.880001||1.0|0.7839381507796374
AESE|0|NASDAQ|2020|4|13|19|38|33718|2.1|1.81|1.92|2.0||1.0|0.8732305793403371
AFMD|0|NASDAQ|2020|4|13|20|45|381780|2.11|1.925|2.055|1.99||1.0|0.8524327315931021
AFYA|0|NASDAQ|2020|4|13|20|47|173819|21.08|19.200001|19.42|20.620001||1.0|0.8018798062443534
AIMT|0|NASDAQ|2020|4|13|20|48|518774|16.26|15.27|15.94|16.0||1.0|0.8835222858983856
ALNA|0|NASDAQ|2020|4|13|20|52|204337|1.25|1.01|1.02|1.25||1.0|0.7835958358921131
ALOT|0|NASDAQ|2020|4|13|20|41|15285|6.2949|5.91|6.1|6.28||1.0|0.8750562523394388
AMRH|0|NASDAQ|2020|4|13|20|44|131110|1.12|0.87|0.9701|1.12||1.0|0.8203303229939771
ANAT|0|NASDAQ|2020|4|13|20|48|24255|79.620003|75.480003|76.0|79.540001||1.0|0.7794719827158397
ANGI|0|NASDAQ|2020|4|13|20|53|1084651|5.85|5.42|5.812|5.55||1.0|0.8654118726103858
AOSL|0|NASDAQ|2020|4|13|20|51|78888|8.03|7.515|8.01|7.71||1.0|0.8903602504075261
APOG|0|NASDAQ|2020|4|13|20|52|208521|19.655001|18.219999|18.83|19.4||1.0|0.8339960779854733
APPN|0|NASDAQ|2020|4|13|20|53|1146713|40.970001|37.544998|39.689999|39.330002||1.0|0.7662078478005259
APYX|0|NASDAQ|2020|4|13|20|53|32559|3.94|3.65|3.68|3.94||1.0|0.7685408337999615
ASPU|0|NASDAQ|2020|4|13|20|51|47401|7.5399|7.2|7.216|7.42||1.0|0.7719767872630663
ASUR|0|NASDAQ|2020|4|13|20|52|33136|6.26|5.9|6.26|6.07||1.0|0.8096659785344775
ATNX|0|NASDAQ|2020|4|13|20|55|280363|8.6|8.1|8.39|8.56||1.0|0.8066709512613391
ATRO|0|NASDAQ|2020|4|13|20|53|256237|9.66|8.77|8.97|9.49||1.0|0.8300475686888863
AXTI|0|NASDAQ|2020|4|13|20|55|105686|3.64|3.49|3.58|3.58||1.0|0.8001463341828351
AZRX|0|NASDAQ|2020|4|13|20|53|290084|0.6798|0.61|0.65|0.63||1.0|0.8723515774569561
BANF|0|NASDAQ|2020|4|13|20|53|44138|37.970001|35.16|35.630001|37.970001||1.0|0.7822507816746921
BANR|0|NASDAQ|2020|4|13|20|54|94670|36.759998|33.799999|33.990002000000004|36.759998||1.0|0.8224016920351355
BBQ|0|NASDAQ|2020|4|13|20|24|25001|2.1499|1.85|1.975|2.13||1.0|0.7783080915175005
BBSI|0|NASDAQ|2020|4|13|20|41|50035|42.580002|39.244999|41.860001|40.200001||1.0|0.8118952382835581
BCOR|0|NASDAQ|2020|4|13|20|56|435397|13.58|12.04|12.505|13.1||1.0|0.8749452673624752
BEAT|0|NASDAQ|2020|4|13|20|55|107145|43.0|40.84|41.290001|43.0||1.0|0.7725912224227395
BHF|0|NASDAQ|2020|4|13|20|56|746773|28.26|25.469999|25.84|27.370001||1.0|0.8243271038325094
BJRI|0|NASDAQ|2020|4|13|20|56|774842|19.049999|16.07|16.860001|19.049999||1.0|0.8602607167974877
BMCH|0|NASDAQ|2020|4|13|20|56|265393|19.799999|18.549999|18.67|19.58||1.0|0.8350486598895539
BMRC|0|NASDAQ|2020|4|13|20|52|16279|33.284698|31.83|32.380001|32.990002000000004||1.0|0.7819442734139669
BOKF|0|NASDAQ|2020|4|13|20|56|106291|53.66|50.459999|50.68|53.66||1.0|0.7985170301819927
BOOM|0|NASDAQ|2020|4|13|20|55|63385|28.92|27.504999|28.110001|28.629999||1.0|0.7880749829592044
BPFH|0|NASDAQ|2020|4|13|20|57|303220|7.74|7.135|7.28|7.73||1.0|0.7734188809434324
BPOP|0|NASDAQ|2020|4|13|20|57|409974|39.110001|36.540001|36.619999|39.110001||1.0|0.8310924394391641
